date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:23:04	5746/5746	U-----	200	untouched ('OK')	image/svg+xml	etag:%22f78a91578e7b934aba25824773bdb6b3%22	http://famous.org/docs/assets/images/famous-logo-text.svg	./famous.org/docs/assets/images/famous-logo-text.svg	(from http://famous.org/docs/)
18:23:04	313/313	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2031%20May%202017%2001:23:04%20GMT	http://famous.org/framework	./famous.org/framework	(from http://famous.org/docs/)
18:23:05	16852/16852	U-----	200	untouched ('OK')	text/html	etag:%227c677ebe20f21f086f5297db187d3937%22	http://famous.org/learn/	./famous.org/learn/index.html	(from http://famous.org/docs/)
18:23:05	313/313	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2031%20May%202017%2001:23:05%20GMT	http://famous.org/support	./famous.org/support	(from http://famous.org/docs/)
18:23:05	7013/7013	U-----	200	untouched ('OK')	text/html	etag:%2203904673f9e394b5033daa8c38b90e4b%22	http://famous.org/get-started.html	./famous.org/get-started.html	(from http://famous.org/docs/)
18:23:05	28612/28612	U-----	200	untouched ('OK')	text/html	etag:%22ce655504e45481422de372f7b57766cb%22	http://famous.org/terms.html	./famous.org/terms.html	(from http://famous.org/docs/)
18:23:06	29906/29906	U-----	200	untouched ('')	text/javascript	date:Thu,%2004%20May%202017%2001:31:56%20GMT	http://www.google-analytics.com/analytics.js	./www.google-analytics.com/analytics.js	(from http://famous.org/docs/)
18:23:06	21950/21950	U-----	200	untouched ('OK')	text/html	etag:%2281f76b518ea84f034a2de8f05d3552f0%22	http://famous.org/privacy-policy.html	./famous.org/privacy-policy.html	(from http://famous.org/docs/)
18:23:07	166913/166913	U-----	200	untouched ('')	application/javascript	etag:%22eacc3b36f6bcb2bd083ba2cac4ffb9ad%22	http://famous.org/docs/assets/scripts/search-index-data.js	./famous.org/docs/assets/scripts/search-index-data.js	(from http://famous.org/docs/)
18:23:07	6119/6119	U-----	200	untouched ('')	application/javascript	etag:%22bb046db5c27301a0e6eefcf2795d0d09%22	http://famous.org/docs/assets/scripts/searcher.js	./famous.org/docs/assets/scripts/searcher.js	(from http://famous.org/docs/)
18:23:08	4905/4905	U-----	200	untouched ('')	application/javascript	etag:%225ecdb1cc9488f8015668fb433f947293%22	http://famous.org/docs/assets/scripts/menu-tree-data.js	./famous.org/docs/assets/scripts/menu-tree-data.js	(from http://famous.org/docs/)
18:23:08	10313/10313	U-----	200	untouched ('')	application/javascript	etag:%227c471342089addceca12f96e7690a659%22	http://famous.org/docs/assets/scripts/searchdoc.js	./famous.org/docs/assets/scripts/searchdoc.js	(from http://famous.org/docs/)
18:23:09	0/0	---M--	301	error ('Moved%20Permanently')		date:Wed,%2031%20May%202017%2001:23:09%20GMT	http://famo.us/	./famo.us/index.html	(from http://famo.us/docs/)
18:23:09	21239/21239	U-----	200	untouched ('')	image/jpeg	etag:%22742351947d83c9aa02d6d0aa0635cb92%22	http://code.famo.us/assets/famous.jpg	./code.famo.us/assets/famous.jpg	(from http://famo.us/docs/)
18:23:10	476/476	U-----	200	untouched ('')	application/javascript	etag:%22bc5b28c7ae86535880183840a2fe7c24%22	http://code.famo.us/lib/requestAnimationFrame.js	./code.famo.us/lib/requestAnimationFrame.js	(from http://famo.us/docs/)
18:23:11	84320/84320	U-----	200	untouched ('')	application/javascript	etag:W/%225492efef-14960%22	https://code.jquery.com/jquery-2.1.3.min.js	./code.jquery.com/jquery-2.1.3.min.js	(from http://famous.org/docs/)
18:23:11	782/782	U-----	200	untouched ('')	application/javascript	etag:%22a2a78f3f753ccc5e658e6428c4f89b28%22	http://code.famo.us/lib/functionPrototypeBind.js	./code.famo.us/lib/functionPrototypeBind.js	(from http://famo.us/docs/)
18:23:11	11509/11509	U-----	200	untouched ('')	application/javascript	etag:%22555af6b5-2cf5%22	http://famo.us/lib/alameda.min.js	./famo.us/lib/alameda.min.js	(from http://famo.us/docs/)
18:23:12	179881/179881	U-----	200	untouched ('')	application/javascript	etag:%22555bb964-2bea9%22	http://famo.us/lib/famous/famous.min.js	./famo.us/lib/famous/famous.min.js	(from http://famo.us/docs/)
18:23:12	24636/24636	U-----	200	untouched ('')	application/javascript	etag:%22555af6b5-603c%22	http://famo.us/lib/zepto.min.js	./famo.us/lib/zepto.min.js	(from http://famo.us/docs/)
18:23:13	1150/1150	U-----	200	untouched ('')	application/javascript	etag:%22555af6b5-47e%22	http://famo.us/src/social.js	./famo.us/src/social.js	(from http://famo.us/docs/)
18:23:13	2491/2491	U-----	200	untouched ('')	application/javascript	etag:%22555af6b5-9bb%22	http://famo.us/src/demos.js	./famo.us/src/demos.js	(from http://famo.us/docs/)
18:23:14	461/461	U-----	200	untouched ('')	application/javascript	etag:%22555af6b5-1cd%22	http://famo.us/docs/api/latest/js/main.js	./famo.us/docs/api/latest/js/main.js	(from http://famo.us/docs/)
18:23:14	1486/1486	U-----	200	untouched ('OK')	text/css	etag:%22555bb964-5ce%22	http://famo.us/lib/famous/famous.css	./famo.us/lib/famous/famous.css	(from http://famo.us/docs/)
18:23:15	4034/4034	U-----	200	untouched ('OK')	text/css	etag:%22555af6b5-fc2%22	http://famo.us/assets/code.css	./famo.us/assets/code.css	(from http://famo.us/docs/)
18:23:15	12448/12448	U-----	200	untouched ('OK')	text/css	etag:%22555af6b5-30a0%22	http://famo.us/assets/style.css	./famo.us/assets/style.css	(from http://famo.us/docs/)
18:23:16	1664/1664	U-----	200	untouched ('OK')	image/svg+xml	etag:%22555af6b5-680%22	http://famo.us/assets/images/famous_logo_white.svg	./famo.us/assets/images/famous_logo_white.svg	(from http://famo.us/docs/)
18:23:16	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20May%202017%2001:23:16%20GMT	http://famo.us/university	./famo.us/university	(from http://famo.us/docs/)
18:23:17	6167/6167	U-----	200	untouched ('OK')	text/html	date:Tue,%2019%20May%202015%2022:29:55%20GMT	http://famo.us/help	./famo.us/help.html	(from http://famo.us/docs/)
18:23:17	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20May%202017%2001:23:17%20GMT	http://famo.us/angular	./famo.us/angular	(from http://famo.us/docs/)
18:23:18	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20May%202017%2001:23:18%20GMT	http://famo.us/blog	./famo.us/blog	(from http://famo.us/docs/)
18:23:18	4250988/4250988	U-----	200	untouched ('')	application/zip	etag:%22419f015f60eb25875b080b305a29e929%22	http://code.famo.us/famous-starter-kit/famous-starter-kit.zip?source=top	./code.famo.us/famous-starter-kit/famous-starter-kit460f.zip	(from http://famo.us/docs/)
18:23:19	13816/13816	U-----	200	untouched ('OK')	text/html	date:Tue,%2019%20May%202015%2022:29:54%20GMT	http://famo.us/docs/api/	./famo.us/docs/api/index.html	(from http://famo.us/docs/)
18:23:19	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20May%202017%2001:23:19%20GMT	http://famo.us/docs/reference	./famo.us/docs/reference	(from http://famo.us/docs/)
18:23:20	28587/28587	U-----	200	untouched ('OK')	text/html	date:Tue,%2019%20May%202015%2022:29:56%20GMT	http://famo.us/terms/	./famo.us/terms/index.html	(from http://famo.us/docs/)
18:23:20	7564/7564	U-----	200	untouched ('OK')	text/html	date:Tue,%2019%20May%202015%2022:29:54%20GMT	http://famo.us/branding/	./famo.us/branding/index.html	(from http://famo.us/docs/)
18:23:21	21850/21850	U-----	200	untouched ('OK')	text/html	date:Tue,%2019%20May%202015%2022:29:56%20GMT	http://famo.us/privacy-policy/	./famo.us/privacy-policy/index.html	(from http://famo.us/docs/)
18:23:22	51/51	U--MCZ	200	updated ('OK')	text/plain	date:Wed,%2031%20May%202017%2001:23:10%20GMT	https://fonts.googleapis.com/robots.txt		(from http://famous.org/docs/)
18:23:22	74364/74364	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2211f328b57bb4fdfe66154393d671c8f1%22	http://famous.org/docs/assets/styles/fonts/LatoLatin-Regular.eot	./famous.org/docs/assets/styles/fonts/LatoLatin-Regular.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:22	80444/80444	U-----	200	untouched ('')	application/x-font-woff	etag:%2296978e6fcc6395ca44894139e0baa0b2%22	http://famous.org/docs/assets/styles/fonts/LatoLatin-Regular.woff	./famous.org/docs/assets/styles/fonts/LatoLatin-Regular.woff	(from http://famous.org/docs/assets/styles/main.css)
18:23:22	74364/74364	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2211f328b57bb4fdfe66154393d671c8f1%22	http://famous.org/docs/assets/styles/fonts/LatoLatin-Regular.eot?	./famous.org/docs/assets/styles/fonts/LatoLatin-Regulard41d.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:23	68996/68996	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22fbfea8375cf4bc5eb18c39058dd6d919%22	http://famous.org/docs/assets/styles/fonts/LatoLatinHair-Regular.eot?	./famous.org/docs/assets/styles/fonts/LatoLatinHair-Regulard41d.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:23	68996/68996	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22fbfea8375cf4bc5eb18c39058dd6d919%22	http://famous.org/docs/assets/styles/fonts/LatoLatinHair-Regular.eot	./famous.org/docs/assets/styles/fonts/LatoLatinHair-Regular.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:23	164468/164468	U-----	200	untouched ('')	application/x-font-ttf	etag:%227014455e9340424e07cead02ef3ca3d4%22	http://famous.org/docs/assets/styles/fonts/LatoLatin-Regular.ttf	./famous.org/docs/assets/styles/fonts/LatoLatin-Regular.ttf	(from http://famous.org/docs/assets/styles/main.css)
18:23:24	156328/156328	U-----	200	untouched ('')	application/x-font-ttf	etag:%221d252631d39aade659f71572362c94ca%22	http://famous.org/docs/assets/styles/fonts/LatoLatinHair-Regular.ttf	./famous.org/docs/assets/styles/fonts/LatoLatinHair-Regular.ttf	(from http://famous.org/docs/assets/styles/main.css)
18:23:24	71810/71810	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22d5e4524709225e844d3693fdc44e9fa8%22	http://famous.org/docs/assets/styles/fonts/LatoLatinLight-Regular.eot	./famous.org/docs/assets/styles/fonts/LatoLatinLight-Regular.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:24	74736/74736	U-----	200	untouched ('')	application/x-font-woff	etag:%22443a27166608ea2aef94f5cf05ff19ec%22	http://famous.org/docs/assets/styles/fonts/LatoLatinHair-Regular.woff	./famous.org/docs/assets/styles/fonts/LatoLatinHair-Regular.woff	(from http://famous.org/docs/assets/styles/main.css)
18:23:25	77484/77484	U-----	200	untouched ('')	application/x-font-woff	etag:%2234f4fb7db2bd6acd7b011434f72adb5c%22	http://famous.org/docs/assets/styles/fonts/LatoLatinLight-Regular.woff	./famous.org/docs/assets/styles/fonts/LatoLatinLight-Regular.woff	(from http://famous.org/docs/assets/styles/main.css)
18:23:25	71810/71810	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22d5e4524709225e844d3693fdc44e9fa8%22	http://famous.org/docs/assets/styles/fonts/LatoLatinLight-Regular.eot?	./famous.org/docs/assets/styles/fonts/LatoLatinLight-Regulard41d.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:25	158692/158692	U-----	200	untouched ('')	application/x-font-ttf	etag:%22646c37524ee166c0b970e0426717657c%22	http://famous.org/docs/assets/styles/fonts/LatoLatinLight-Regular.ttf	./famous.org/docs/assets/styles/fonts/LatoLatinLight-Regular.ttf	(from http://famous.org/docs/assets/styles/main.css)
18:23:26	78892/78892	U-----	200	untouched ('')	application/x-font-woff	etag:%22dd9066d166c6d58fe26c608b7ad50d11%22	http://famous.org/docs/assets/styles/fonts/LatoLatinBlack-Regular.woff	./famous.org/docs/assets/styles/fonts/LatoLatinBlack-Regular.woff	(from http://famous.org/docs/assets/styles/main.css)
18:23:26	73583/73583	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%225681a1c7542f0f760d9ad4e61d4a7b54%22	http://famous.org/docs/assets/styles/fonts/LatoLatinBlack-Regular.eot?	./famous.org/docs/assets/styles/fonts/LatoLatinBlack-Regulard41d.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:26	73583/73583	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%225681a1c7542f0f760d9ad4e61d4a7b54%22	http://famous.org/docs/assets/styles/fonts/LatoLatinBlack-Regular.eot	./famous.org/docs/assets/styles/fonts/LatoLatinBlack-Regular.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:27	160988/160988	U-----	200	untouched ('')	application/x-font-ttf	etag:%22bf1fad661b9033f176ae14df9d7c8466%22	http://famous.org/docs/assets/styles/fonts/LatoLatinBlack-Regular.ttf	./famous.org/docs/assets/styles/fonts/LatoLatinBlack-Regular.ttf	(from http://famous.org/docs/assets/styles/main.css)
18:23:27	74893/74893	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%227baf19b04cf9d33f3ec36c8f6baa1bf5%22	http://famous.org/docs/assets/styles/fonts/LatoLatin-Bold.eot	./famous.org/docs/assets/styles/fonts/LatoLatin-Bold.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:27	74893/74893	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%227baf19b04cf9d33f3ec36c8f6baa1bf5%22	http://famous.org/docs/assets/styles/fonts/LatoLatin-Bold.eot?	./famous.org/docs/assets/styles/fonts/LatoLatin-Boldd41d.eot	(from http://famous.org/docs/assets/styles/main.css)
18:23:28	80972/80972	U-----	200	untouched ('')	application/x-font-woff	etag:%22a8a00e89adc0ba57870098be433da27a%22	http://famous.org/docs/assets/styles/fonts/LatoLatin-Bold.woff	./famous.org/docs/assets/styles/fonts/LatoLatin-Bold.woff	(from http://famous.org/docs/assets/styles/main.css)
18:23:28	166388/166388	U-----	200	untouched ('')	application/x-font-ttf	etag:%22301cceddd996da21edfd801ba884eb8c%22	http://famous.org/docs/assets/styles/fonts/LatoLatin-Bold.ttf	./famous.org/docs/assets/styles/fonts/LatoLatin-Bold.ttf	(from http://famous.org/docs/assets/styles/main.css)
18:23:28	1988/1988	U-----	200	untouched ('OK')	image/svg+xml	etag:%22d78369644100f5b09663561b2ef1332e%22	http://famous.org/docs/assets/images/download.svg	./famous.org/docs/assets/images/download.svg	(from http://famous.org/docs/assets/styles/main.css)
18:23:29	1528/1528	U-----	200	untouched ('OK')	image/svg+xml	etag:%22edda2ccf2d2f245b990f17e2265e61c5%22	http://famous.org/docs/assets/images/search.svg	./famous.org/docs/assets/images/search.svg	(from http://famous.org/docs/assets/styles/main.css)
18:23:29	10625/10625	U-----	200	untouched ('OK')	text/html	etag:%22454b2a439bb5dc9ac2259770c9857289%22	http://famous.org/framework/	./famous.org/framework/index.html	(from http://famous.org/framework)
18:23:30	18824/18824	U-----	200	untouched ('OK')	text/css	etag:%22dd90781f0c4f4a49a73ef678d983638f%22	http://famous.org/learn/assets/styles/main.css	./famous.org/learn/assets/styles/main.css	(from http://famous.org/learn/)
18:23:30	283/283	U-----	200	untouched ('')	application/javascript	etag:%226ec452b170c16181f99e1843fcb9f34a%22	http://famous.org/learn/assets/scripts/toc.js	./famous.org/learn/assets/scripts/toc.js	(from http://famous.org/learn/)
18:23:31	18004/18004	U-----	200	untouched ('OK')	text/html	etag:%22517943a74e4520576bb4ec7b8e40083e%22	http://famous.org/learn/hello-famous.html	./famous.org/learn/hello-famous.html	(from http://famous.org/learn/)
18:23:31	5746/5746	U-----	200	untouched ('OK')	image/svg+xml	etag:%22f78a91578e7b934aba25824773bdb6b3%22	http://famous.org/learn/assets/images/famous-logo-text.svg	./famous.org/learn/assets/images/famous-logo-text.svg	(from http://famous.org/learn/)
18:23:32	18829/18829	U-----	200	untouched ('OK')	text/html	etag:%22e01a182ba8096e14b3836061730d7585%22	http://famous.org/learn/browser-and-device-support.html	./famous.org/learn/browser-and-device-support.html	(from http://famous.org/learn/)
18:23:32	16054/16054	U-----	200	untouched ('OK')	text/html	etag:%2294440be34f987f8b82f4f8e857ef5ed2%22	http://famous.org/learn/download-and-install.html	./famous.org/learn/download-and-install.html	(from http://famous.org/learn/)
18:23:33	18516/18516	U-----	200	untouched ('OK')	text/html	etag:%22e23405968fc07ffcae750178bb0d35ad%22	http://famous.org/learn/boilerplate.html	./famous.org/learn/boilerplate.html	(from http://famous.org/learn/)
18:23:33	19182/19182	U-----	200	untouched ('OK')	text/html	etag:%2285ab9316e3d55b33532d88be3905df19%22	http://famous.org/learn/contributing.html	./famous.org/learn/contributing.html	(from http://famous.org/learn/)
18:23:34	23364/23364	U-----	200	untouched ('OK')	text/html	etag:%2251a2e62b31c4d07e247ca39df935df83%22	http://famous.org/learn/components.html	./famous.org/learn/components.html	(from http://famous.org/learn/)
18:23:34	18633/18633	U-----	200	untouched ('OK')	text/html	etag:%226b4542c49f35e329e9dd0ab258e99f3f%22	http://famous.org/learn/scene-graph.html	./famous.org/learn/scene-graph.html	(from http://famous.org/learn/)
18:23:35	19050/19050	U-----	200	untouched ('OK')	text/html	etag:%2246a8c1105f212b13c5dcdbc1bb40eb62%22	http://famous.org/learn/styling-content.html	./famous.org/learn/styling-content.html	(from http://famous.org/learn/)
18:23:35	19571/19571	U-----	200	untouched ('OK')	text/html	etag:%2292f1d5650c15d81536e8b66e007530bd%22	http://famous.org/learn/displaying-content.html	./famous.org/learn/displaying-content.html	(from http://famous.org/learn/)
18:23:36	23280/23280	U-----	200	untouched ('OK')	text/html	etag:%228a1baf7ea8a9b037b7c1510dfea181bc%22	http://famous.org/learn/sizing.html	./famous.org/learn/sizing.html	(from http://famous.org/learn/)
18:23:36	24305/24305	U-----	200	untouched ('OK')	text/html	etag:%223bad766b534e39f0948da73db7c7490d%22	http://famous.org/learn/positioning.html	./famous.org/learn/positioning.html	(from http://famous.org/learn/)
18:23:37	23917/23917	U-----	200	untouched ('OK')	text/html	etag:%224305f92ae4f37784711ab680af3e7980%22	http://famous.org/learn/user-input.html	./famous.org/learn/user-input.html	(from http://famous.org/learn/)
18:23:37	20251/20251	U-----	200	untouched ('OK')	text/html	etag:%2271287f1a3d9ed6db3eea5007a2fec86e%22	http://famous.org/learn/gesture-handler.html	./famous.org/learn/gesture-handler.html	(from http://famous.org/learn/)
18:23:37	37037/37037	U-----	200	untouched ('')	application/javascript	date:Wed,%2022%20Jun%202016%2020:04:06%20GMT	https://cdnjs.cloudflare.com/ajax/libs/highlight.js/8.4/highlight.min.js	./cdnjs.cloudflare.com/ajax/libs/highlight.js/8.4/highlight.min.js	(from http://famous.org/docs/)
18:23:38	18820/18820	U-----	200	untouched ('OK')	text/html	etag:%22c0904266eb402ce7d94d4ce7b2f5ac75%22	http://famous.org/learn/easing-curves.html	./famous.org/learn/easing-curves.html	(from http://famous.org/learn/)
18:23:38	24645/24645	U-----	200	untouched ('OK')	text/html	etag:%222c650b429ba981286d241c3d6a8e38b3%22	http://famous.org/learn/transitionables.html	./famous.org/learn/transitionables.html	(from http://famous.org/learn/)
18:23:38	24358/24358	U-----	200	untouched ('OK')	text/html	etag:%2233a56b5ad27a077c9f89eb3c0d25333a%22	http://famous.org/learn/program-events.html	./famous.org/learn/program-events.html	(from http://famous.org/learn/)
18:23:39	31381/31381	U-----	200	untouched ('OK')	text/html	etag:%22592eeda0f73ba6479dc0c091040f4f58%22	http://famous.org/learn/physics.html	./famous.org/learn/physics.html	(from http://famous.org/learn/)
18:23:39	21089/21089	U-----	200	untouched ('OK')	text/html	etag:%228d80276679737283b6bd9ec5e397c6a1%22	http://famous.org/learn/webgl-content.html	./famous.org/learn/webgl-content.html	(from http://famous.org/learn/)
18:23:39	24464/24464	U-----	200	untouched ('OK')	text/html	etag:%22bc679b4c403c6a82ecbfa8e4811044a2%22	http://famous.org/learn/webgl-styling.html	./famous.org/learn/webgl-styling.html	(from http://famous.org/learn/)
18:23:40	17591/17591	U-----	200	untouched ('OK')	text/html	etag:%22dae664db22aae2dc5c2d324687c99e83%22	http://famous.org/learn/Carousel/GettingStarted.html	./famous.org/learn/Carousel/GettingStarted.html	(from http://famous.org/learn/)
18:23:40	16548/16548	U-----	200	untouched ('OK')	text/html	etag:%22f54b1948caaaae1e60f6e373c53a7d57%22	http://famous.org/learn/Carousel/index.html	./famous.org/learn/Carousel/index.html	(from http://famous.org/learn/)
18:23:40	19319/19319	U-----	200	untouched ('OK')	text/html	etag:%2235b117ee5d8e051ddfc43de1b0067885%22	http://famous.org/learn/Carousel/HelloFamous.html	./famous.org/learn/Carousel/HelloFamous.html	(from http://famous.org/learn/)
18:23:41	16874/16874	U-----	200	untouched ('OK')	text/html	etag:%2205e28d142f92761082fdc20768afdf0d%22	http://famous.org/learn/Carousel/OrganizingCode.html	./famous.org/learn/Carousel/OrganizingCode.html	(from http://famous.org/learn/)
18:23:41	20917/20917	U-----	200	untouched ('OK')	text/html	etag:%225fe5690e041a04b738e9ceb98c1ab68d%22	http://famous.org/learn/Carousel/Layout.html	./famous.org/learn/Carousel/Layout.html	(from http://famous.org/learn/)
18:23:41	17012/17012	U-----	200	untouched ('OK')	text/html	etag:%22aa631b7555e630f2af2176f46cd52911%22	http://famous.org/learn/Carousel/Architecture.html	./famous.org/learn/Carousel/Architecture.html	(from http://famous.org/learn/)
18:23:42	20576/20576	U-----	200	untouched ('OK')	text/html	etag:%221af71d23dc6f547f3589a74aeae50f89%22	http://famous.org/learn/Carousel/Dots.html	./famous.org/learn/Carousel/Dots.html	(from http://famous.org/learn/)
18:23:42	18393/18393	U-----	200	untouched ('OK')	text/html	etag:%2233adb92990e4f30806639f8524941adb%22	http://famous.org/learn/Carousel/Arrows.html	./famous.org/learn/Carousel/Arrows.html	(from http://famous.org/learn/)
18:23:42	19334/19334	U-----	200	untouched ('OK')	text/html	etag:%22ad70a8569d9320fbfe58bc3550e83a03%22	http://famous.org/learn/Carousel/Pager.html	./famous.org/learn/Carousel/Pager.html	(from http://famous.org/learn/)
18:23:43	24361/24361	U-----	200	untouched ('OK')	text/html	etag:%22d48dcfbb85fa94a91b08a23df9c31b10%22	http://famous.org/learn/Carousel/AnimatingWithPhysics.html	./famous.org/learn/Carousel/AnimatingWithPhysics.html	(from http://famous.org/learn/)
18:23:43	20956/20956	U-----	200	untouched ('OK')	text/html	etag:%22876203caee0ba8dcb325e24b5b9a1c8d%22	http://famous.org/learn/Carousel/UserInteraction.html	./famous.org/learn/Carousel/UserInteraction.html	(from http://famous.org/learn/)
18:23:43	16182/16182	U-----	200	untouched ('OK')	text/html	etag:%22d247ddc06f807a280ecd1dee331f509a%22	http://famous.org/learn/Carousel/Finish.html	./famous.org/learn/Carousel/Finish.html	(from http://famous.org/learn/)
18:23:44	16568/16568	U-----	200	untouched ('OK')	text/html	etag:%222cc5d40ae4fd7c29705df89766fa1c5f%22	http://famous.org/learn/Twitterus/GettingStarted.html	./famous.org/learn/Twitterus/GettingStarted.html	(from http://famous.org/learn/)
18:23:44	21430/21430	U-----	200	untouched ('OK')	text/html	etag:%2202172e96a53e44277d5f4d2bfb63bf7a%22	http://famous.org/learn/Twitterus/CreatingAnApp.html	./famous.org/learn/Twitterus/CreatingAnApp.html	(from http://famous.org/learn/)
18:23:44	16580/16580	U-----	200	untouched ('OK')	text/html	etag:%22aac3be915cc36c969ea1a67967fe4c78%22	http://famous.org/learn/Twitterus/index.html	./famous.org/learn/Twitterus/index.html	(from http://famous.org/learn/)
18:23:45	23495/23495	U-----	200	untouched ('OK')	text/html	etag:%226cab306f68d7aa502836b74515005c0d%22	http://famous.org/learn/Twitterus/Layout.html	./famous.org/learn/Twitterus/Layout.html	(from http://famous.org/learn/)
18:23:45	18530/18530	U-----	200	untouched ('OK')	text/html	etag:%226bbedc3514edc68fd215164c7b168f88%22	http://famous.org/learn/Twitterus/Architecture.html	./famous.org/learn/Twitterus/Architecture.html	(from http://famous.org/learn/)
18:23:45	22963/22963	U-----	200	untouched ('OK')	text/html	etag:%22ca479dd62f9b8532a95f08b9e65adfe7%22	http://famous.org/learn/Twitterus/Header.html	./famous.org/learn/Twitterus/Header.html	(from http://famous.org/learn/)
